Time,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
2020-03-18,0,1,1,0,0,0,12,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,0,1,1,0,0,0,18,0,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,0,1,2,0,0,0,23,0,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,0,2,3,0,0,0,29,0,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-23,0,2,3,0,0,0,29,0,9,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-24,0,2,4,0,0,1,31,0,10,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-25,0,2,4,0,0,2,31,0,10,4,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-26,0,2,4,0,0,2,46,0,11,6,3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-27,0,2,4,0,0,2,51,0,14,6,4,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-28,0,2,4,0,0,2,62,0,17,7,4,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-29,0,2,4,0,0,2,68,0,19,7,7,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-30,0,2,4,0,0,2,74,0,20,7,8,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-31,0,2,4,0,1,2,83,0,21,7,8,2,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2020-04-01,0,2,14,1,1,2,85,0,21,7,9,2,1,0,0,0,1,0,2,0,0,3,0,5,0,0,0,0,0,1,0,0,0,0
2020-04-02,0,2,14,1,1,3,90,0,25,7,11,2,1,0,0,0,1,0,2,0,0,3,0,5,0,1,0,0,0,1,0,0,0,0
2020-04-03,0,2,14,1,1,3,90,0,25,18,11,2,1,0,0,0,1,0,2,0,0,3,0,5,0,1,0,0,0,1,0,0,0,0
2020-04-04,1,2,17,1,1,3,89,0,28,18,14,2,1,0,0,0,1,0,2,0,0,3,0,5,0,1,0,0,0,1,1,0,0,0
2020-04-05,1,2,17,1,1,3,95,0,28,18,14,2,1,0,0,0,1,0,2,0,0,4,0,5,0,1,0,0,0,1,1,0,0,0
2020-04-06,1,2,17,1,1,3,99,0,29,22,14,2,1,0,0,0,1,0,2,0,0,4,0,6,0,1,0,0,0,1,2,0,0,0
2020-04-07,1,2,18,1,1,3,106,0,29,22,16,2,1,0,0,0,1,0,2,0,0,4,0,6,2,1,0,0,0,1,2,0,0,0
2020-04-08,1,2,18,1,1,7,114,0,35,22,16,2,1,0,0,0,1,0,2,0,1,4,0,6,2,1,0,0,0,1,2,0,0,0
2020-04-09,1,2,20,1,1,7,142,0,40,22,17,2,1,0,2,0,1,0,2,0,1,4,0,8,2,1,0,0,0,1,2,0,0,0
2020-04-10,1,2,21,1,1,7,154,0,40,22,22,2,1,1,2,0,1,0,2,3,2,4,0,11,2,1,0,0,0,1,2,0,0,0
2020-04-11,1,2,21,1,1,7,159,0,40,22,25,2,1,1,2,1,1,2,2,3,2,8,1,15,2,1,0,0,0,1,2,1,0,0
2020-04-12,1,2,21,1,1,7,195,0,43,25,27,3,1,1,2,1,1,2,2,3,2,8,1,15,2,1,0,0,0,1,3,1,0,0
2020-04-13,1,2,22,1,1,7,204,0,52,25,30,3,1,1,2,1,1,2,2,3,2,9,1,15,2,4,0,0,0,1,3,1,0,0
2020-04-14,1,2,22,1,1,7,241,0,52,26,41,3,1,1,5,1,5,2,2,5,2,9,1,15,3,5,0,0,0,1,3,1,0,0
2020-04-15,1,2,25,1,1,7,242,0,52,27,45,3,1,2,6,1,5,2,2,4,2,9,1,15,3,5,0,0,0,1,3,1,0,0
2020-04-16,1,2,32,1,1,7,244,0,53,27,46,3,1,2,6,1,7,2,2,4,2,9,1,23,3,5,3,0,0,1,6,1,0,0
2020-04-17,1,2,34,1,1,7,246,0,56,41,46,3,1,2,6,1,7,2,2,6,2,9,1,23,3,5,4,0,0,1,6,1,0,0
2020-04-18,1,3,34,1,1,7,253,0,56,41,49,3,1,2,6,1,7,2,2,7,2,9,2,25,3,5,4,0,0,1,6,1,0,0
2020-04-19,1,3,34,1,1,7,287,0,59,44,54,3,1,2,6,1,7,3,3,7,2,9,2,25,3,5,4,0,0,1,6,1,0,0
2020-04-20,1,3,35,1,1,7,287,0,62,44,56,3,1,3,6,1,7,4,3,7,2,9,2,25,3,5,4,0,0,1,6,1,0,0
2020-04-21,1,3,35,1,1,7,298,0,68,44,56,3,1,4,6,1,8,4,3,7,3,9,2,30,3,5,4,0,0,1,6,1,0,1
2020-04-22,1,4,35,1,1,7,301,0,71,53,58,3,1,4,6,1,8,4,3,8,3,10,2,30,3,5,4,0,0,1,6,1,0,1
2020-04-23,1,4,35,1,1,7,301,0,74,53,60,3,1,4,6,1,8,4,3,9,3,11,2,34,3,5,4,0,0,1,6,1,0,1
2020-04-24,1,4,39,1,1,7,326,0,77,54,67,3,1,4,6,1,8,4,3,10,3,11,2,35,3,5,4,0,0,1,6,1,0,1
2020-04-25,1,4,39,1,1,7,346,0,77,54,75,3,1,4,6,1,8,4,3,11,3,12,2,36,3,5,4,0,0,1,6,1,0,1
2020-04-26,1,4,39,1,1,7,353,0,77,58,87,3,1,4,6,1,8,4,3,11,3,12,2,36,3,5,4,0,0,1,6,1,0,1
2020-04-27,1,4,40,1,1,7,367,0,78,58,88,3,1,5,6,1,8,4,3,14,3,12,2,37,3,5,4,0,0,1,6,1,0,1
2020-04-28,1,4,41,1,1,7,370,0,79,58,90,3,1,6,6,1,8,4,3,14,3,12,2,37,3,5,4,0,0,1,6,1,0,1
2020-04-29,1,4,41,1,1,7,370,0,79,59,95,3,1,6,9,1,9,4,3,15,3,12,2,37,3,5,4,0,0,1,6,1,0,1
2020-04-30,1,4,41,1,1,7,371,0,83,59,96,3,1,6,9,1,9,4,3,15,4,13,2,37,3,5,4,0,0,1,6,1,0,1
2020-05-01,1,4,41,1,1,7,375,0,83,60,99,3,1,6,9,1,9,4,3,15,4,13,2,37,3,5,4,0,0,1,6,1,0,1
2020-05-02,1,4,41,1,1,7,392,0,84,62,106,3,1,6,9,1,9,4,3,15,4,13,2,40,3,5,5,0,0,1,6,1,0,1
2020-05-03,1,4,41,1,1,7,398,0,85,62,111,3,1,7,9,1,9,4,4,15,4,13,2,40,3,5,5,0,0,1,6,1,0,1
2020-05-04,1,4,41,1,1,7,408,0,86,62,117,3,1,7,9,1,9,4,5,15,4,13,2,40,3,5,6,0,0,1,6,1,0,1
2020-05-05,1,4,41,1,1,7,409,0,87,62,117,3,2,7,9,1,10,4,5,16,4,13,2,42,3,5,6,0,0,1,6,2,0,1
2020-05-06,1,4,41,1,1,7,414,0,90,64,123,3,2,7,9,1,10,5,5,16,4,16,2,45,3,5,6,0,0,1,6,2,0,1
2020-05-07,1,4,56,1,1,7,423,0,90,64,133,3,2,7,9,1,10,5,6,16,4,16,2,45,3,5,6,0,0,1,6,2,0,1
2020-05-08,1,4,56,1,1,7,424,0,92,65,138,3,2,7,9,1,10,5,6,17,4,16,2,46,3,5,6,0,2,1,6,2,0,1
2020-05-09,1,4,56,1,1,7,427,0,95,66,141,3,2,7,9,1,10,6,6,17,4,21,2,46,3,5,6,0,2,1,6,2,0,1
2020-05-10,1,4,56,1,1,7,434,0,95,66,143,3,2,7,9,1,11,6,9,17,4,21,2,47,3,5,6,0,2,1,6,2,0,1
2020-05-11,1,4,56,1,1,7,441,0,95,66,149,3,2,7,9,1,11,6,9,17,4,24,2,49,3,5,6,0,2,1,6,2,0,1
2020-05-12,1,4,56,1,1,7,443,0,98,66,155,3,3,7,9,1,11,6,9,18,5,24,2,49,3,5,6,0,4,1,6,2,0,1
2020-05-13,1,4,57,1,1,7,449,0,98,66,163,3,3,7,9,1,11,7,9,19,5,24,3,49,3,5,6,3,4,1,6,2,0,1
2020-05-14,1,4,57,1,2,7,452,0,99,66,167,3,3,7,9,1,11,7,9,21,5,24,3,51,4,5,6,3,4,1,6,2,1,1
2020-05-15,1,4,60,1,2,7,460,0,100,70,178,3,3,11,9,1,11,7,9,21,5,24,5,51,4,5,6,3,4,1,6,2,1,1
2020-05-16,1,4,61,1,2,8,460,0,100,70,183,3,3,11,9,1,11,7,11,22,6,24,5,52,4,5,6,4,4,1,6,2,1,1
2020-05-17,1,4,61,1,2,8,463,0,110,70,194,4,3,11,36,1,11,7,11,22,7,26,5,53,4,5,6,4,6,1,6,2,1,2
2020-05-18,1,4,62,1,2,8,463,0,123,70,209,4,3,11,44,1,11,7,13,22,7,27,5,55,4,6,6,4,6,1,6,2,1,2
2020-05-19,1,4,62,1,2,8,470,0,124,70,222,4,3,11,47,1,11,7,18,22,7,28,5,55,4,6,6,4,6,1,6,2,1,2
2020-05-20,1,4,62,1,2,8,472,0,124,70,228,4,3,11,52,1,12,7,19,23,8,30,5,56,4,6,6,4,7,1,6,2,1,2
2020-05-21,1,4,65,1,2,8,481,0,124,70,241,4,3,11,54,1,12,7,21,23,11,31,5,59,4,6,6,4,7,1,6,2,1,2
2020-05-22,1,4,66,1,2,8,500,0,125,70,256,4,3,15,57,1,12,7,22,23,12,32,4,61,4,7,6,4,7,1,6,2,1,2
2020-05-23,1,4,66,1,2,8,501,0,127,70,271,4,3,15,58,1,12,8,23,24,14,32,4,61,4,7,6,4,7,2,6,2,1,2
2020-05-24,1,4,66,1,2,8,501,0,128,70,283,4,3,15,59,1,12,8,25,24,15,33,4,63,4,7,6,5,7,2,6,2,1,2
2020-05-25,1,4,66,1,2,8,501,0,128,70,292,4,3,17,61,1,12,8,25,24,18,33,4,66,4,7,6,5,7,2,6,2,1,2
2020-05-26,1,4,66,1,2,8,501,0,137,70,301,4,3,17,63,1,12,8,25,24,22,33,4,68,4,8,6,5,7,2,6,2,1,2
2020-05-27,1,4,66,1,2,8,509,0,142,70,320,4,3,17,71,2,13,9,25,25,29,34,4,68,4,10,6,6,7,2,6,2,1,2
2020-05-28,1,4,66,1,2,8,509,0,142,70,334,4,3,17,71,2,13,10,25,25,34,36,4,68,4,10,6,6,8,2,6,2,1,2
2020-05-29,1,4,69,1,2,8,509,0,142,70,345,4,3,17,72,2,14,10,27,25,35,36,4,71,4,10,6,7,8,2,6,2,1,3
2020-05-30,1,4,69,1,2,8,516,0,144,70,372,4,3,19,77,2,14,10,31,25,35,41,4,72,4,10,6,7,8,2,6,2,1,3
2020-05-31,1,4,69,1,2,8,517,0,144,70,396,4,3,19,80,2,15,10,34,25,37,41,4,74,4,10,6,11,8,2,6,2,1,3
2020-06-01,1,5,69,1,2,8,518,0,144,70,412,4,3,19,86,2,15,10,34,25,37,41,4,75,4,10,6,14,8,2,6,2,1,3
2020-06-02,1,5,69,1,2,8,518,0,151,70,418,4,3,20,87,2,15,12,34,25,37,41,4,75,4,10,6,15,8,2,7,2,1,6
2020-06-03,1,5,69,1,2,8,523,0,154,71,429,4,3,24,90,2,15,13,35,25,40,42,4,75,4,11,6,16,8,2,7,2,1,6
2020-06-04,1,5,69,1,2,8,523,0,155,71,437,4,3,24,93,2,15,17,35,25,40,43,4,79,4,11,6,18,8,2,7,2,1,6
2020-06-05,1,5,70,1,3,8,524,0,158,76,446,4,3,26,93,2,15,20,38,27,40,46,5,93,4,11,6,19,8,2,7,2,1,6
2020-06-06,1,5,71,1,4,8,524,0,158,76,463,4,3,26,96,2,15,21,42,27,43,46,5,94,4,11,6,19,8,2,7,2,1,6
2020-06-07,1,5,71,1,4,8,529,0,158,98,483,4,3,26,97,2,15,21,42,27,45,46,5,94,4,11,6,19,8,2,7,2,1,6
2020-06-08,1,5,71,1,4,8,529,0,161,98,502,4,3,28,100,2,15,22,42,27,47,48,5,94,4,11,6,19,8,2,7,2,1,6
2020-06-09,1,5,72,1,4,8,533,0,161,103,514,4,3,28,104,2,16,25,42,29,47,52,5,97,4,11,6,19,8,2,7,2,1,7
2020-06-10,1,5,73,1,4,8,535,0,161,103,530,4,3,29,108,2,16,28,46,29,50,53,5,98,4,11,6,19,8,2,7,2,1,7
2020-06-11,1,5,75,1,4,8,537,0,161,103,553,4,3,29,112,2,16,31,46,29,52,56,5,98,4,11,6,20,9,2,7,2,1,7
2020-06-12,1,5,76,1,4,8,540,0,161,103,575,4,4,29,116,2,16,31,47,29,52,57,5,110,4,11,6,22,10,2,7,2,1,7
2020-06-13,1,6,79,1,5,8,548,0,161,103,589,4,4,30,120,2,16,33,48,29,56,59,5,110,4,11,6,22,10,3,7,2,1,8
2020-06-14,1,6,79,1,6,8,555,0,161,104,600,4,4,33,125,2,16,33,55,30,56,59,5,116,4,12,6,22,10,3,7,2,1,8
2020-06-15,1,6,79,2,6,8,557,0,162,121,616,4,4,37,131,2,16,35,57,30,56,64,5,123,4,12,6,22,11,3,7,2,1,8
2020-06-16,1,6,79,3,6,8,557,0,162,121,637,4,4,37,135,2,16,35,57,30,59,66,5,123,4,12,6,22,13,3,7,2,1,8
2020-06-17,2,6,79,3,6,8,563,0,169,121,651,4,4,37,141,2,16,41,61,30,59,67,5,123,4,12,6,22,13,3,7,2,1,8
2020-06-18,2,6,79,2,6,8,578,0,171,130,664,4,4,44,150,2,16,43,64,30,61,67,5,123,4,12,8,22,13,3,7,2,1,8
2020-06-19,2,6,79,2,8,8,578,0,171,143,678,4,4,44,152,2,16,43,66,30,63,66,5,123,4,12,8,22,13,3,7,2,1,8
2020-06-20,2,7,79,2,8,8,585,0,171,143,698,4,4,46,155,2,16,44,67,30,66,68,5,138,4,12,8,23,13,3,7,2,1,8
2020-06-21,2,9,79,2,8,8,586,0,171,143,715,4,5,46,165,2,16,44,69,30,67,70,5,138,4,12,8,23,13,3,7,2,1,8
2020-06-22,2,9,79,2,8,8,586,0,171,144,728,4,5,49,165,2,16,45,72,30,69,73,5,145,4,12,8,25,13,3,7,2,1,8
2020-06-23,2,9,79,2,9,8,594,0,171,148,741,4,5,50,167,2,16,45,72,30,69,76,5,146,4,12,9,26,13,3,7,2,1,8
2020-06-24,2,9,79,2,10,8,602,0,171,150,750,4,6,50,168,2,16,47,75,30,69,79,5,152,5,12,9,26,14,3,7,2,1,8
2020-06-25,2,11,79,2,10,8,608,0,173,150,764,4,6,50,175,2,16,49,78,30,70,82,5,155,5,12,10,29,14,3,7,2,1,8
2020-06-26,2,11,79,2,10,8,616,0,175,150,796,4,7,52,178,2,16,49,80,31,73,86,5,157,5,12,10,31,15,3,7,2,1,8
2020-06-27,2,11,79,2,10,8,624,0,175,150,813,4,7,53,178,2,16,50,81,31,74,91,6,159,5,12,10,31,15,3,7,2,1,8
2020-06-28,2,13,79,2,10,8,625,0,175,150,831,4,7,53,182,2,16,53,81,31,76,91,6,163,5,12,10,31,15,3,7,2,1,8
2020-06-29,2,13,79,2,11,8,625,0,175,150,863,4,7,53,186,2,16,59,83,31,80,91,6,164,5,12,10,31,15,4,7,2,1,8
2020-06-30,3,14,79,2,12,8,632,0,176,150,893,4,7,55,189,2,16,60,90,31,81,92,6,168,5,12,10,31,16,4,15,2,1,10
2020-07-01,3,15,79,2,12,8,632,0,177,160,926,4,7,55,190,2,16,63,93,31,82,97,6,168,5,12,10,31,16,4,15,2,1,10
2020-07-02,3,16,79,2,12,8,638,0,177,170,948,4,7,55,190,2,16,63,101,31,82,99,7,168,5,12,10,31,17,4,16,2,1,11
2020-07-03,3,16,79,2,12,8,643,0,177,170,969,4,8,59,195,2,16,63,104,31,83,100,7,175,5,12,10,32,17,4,16,2,1,11
2020-07-04,3,18,79,2,13,8,643,0,177,185,996,4,8,59,198,2,16,64,104,31,83,103,7,175,6,12,10,32,17,4,16,2,1,11
2020-07-05,3,20,80,2,13,8,649,0,177,200,1020,4,8,61,200,2,16,64,105,31,87,103,8,199,6,12,10,32,17,4,16,2,1,11
2020-07-06,3,23,80,2,13,8,649,1,178,215,1053,4,9,61,202,2,16,64,106,31,90,107,8,200,6,12,11,32,17,4,18,2,1,13
2020-07-07,3,25,80,2,13,8,661,1,180,220,1079,4,11,62,205,2,16,65,112,31,92,108,8,202,6,12,11,32,17,4,19,2,1,15
2020-07-08,3,25,80,2,13,8,665,1,182,225,1102,4,11,62,206,2,16,71,113,31,94,109,8,205,6,12,11,32,17,4,20,2,1,16
2020-07-09,3,26,80,2,14,9,671,1,186,225,1125,4,11,65,209,2,16,72,114,32,95,114,9,209,6,12,11,34,17,4,20,2,1,16
2020-07-10,3,26,81,2,14,9,671,1,186,235,1152,4,12,65,211,2,16,74,119,32,97,115,9,209,6,12,11,34,17,4,20,2,1,17
2020-07-11,3,27,81,2,16,9,681,1,186,235,1188,4,12,65,211,2,16,74,121,32,100,119,9,217,6,12,11,34,17,4,20,2,1,17
2020-07-12,4,27,81,2,16,9,691,1,186,240,1208,4,16,65,216,2,16,77,124,32,103,123,9,223,6,12,11,38,17,4,22,3,1,17
2020-07-13,4,27,81,2,16,10,697,1,186,240,1226,4,17,70,221,2,16,81,125,32,106,125,9,226,6,12,11,39,17,4,22,3,1,17
2020-07-14,5,27,81,2,16,10,701,2,186,240,1247,4,17,70,224,2,16,82,129,32,106,130,10,239,6,12,11,39,17,4,22,3,1,17
2020-07-15,7,29,81,2,16,10,706,2,187,258,1275,4,17,70,229,2,16,85,133,32,106,130,11,251,6,12,11,39,17,4,25,3,1,20
2020-07-16,8,32,82,2,16,11,713,2,187,267,1301,4,17,70,234,2,16,85,133,32,107,135,11,266,6,12,11,39,17,4,26,3,1,21
2020-07-17,8,35,82,2,16,11,719,2,188,285,1338,4,17,70,236,2,16,86,136,32,109,142,11,268,6,12,11,39,17,4,26,3,1,23
2020-07-18,8,36,83,2,16,11,727,2,190,300,1349,4,17,70,243,2,16,89,138,32,109,145,11,270,6,12,11,39,18,5,26,3,1,25
2020-07-19,9,40,84,2,16,12,736,2,190,323,1401,4,18,79,246,2,16,94,139,33,111,146,11,279,6,12,11,39,20,5,27,3,1,26
2020-07-20,9,44,84,2,16,12,745,2,190,359,1433,4,19,79,251,2,16,96,140,33,111,149,11,281,6,12,11,39,20,5,27,3,1,27
2020-07-21,9,46,85,2,16,13,748,2,199,374,1461,4,19,79,257,2,16,98,142,33,111,153,11,284,6,12,11,39,20,5,30,3,1,29
2020-07-22,9,46,85,2,16,14,751,2,203,444,1496,4,22,81,262,2,16,98,144,33,112,160,11,287,6,12,11,41,20,5,30,3,1,30
2020-07-23,10,48,85,2,16,15,751,2,206,504,1525,4,25,81,263,2,16,98,144,33,119,169,12,287,6,12,11,41,20,5,30,3,1,30
2020-07-24,10,48,85,2,16,15,755,2,206,544,1554,4,23,81,263,2,16,103,149,33,119,172,13,290,6,12,11,42,20,5,30,3,1,30
2020-07-25,10,48,85,2,16,16,755,2,206,554,1572,4,25,85,266,2,16,103,149,33,120,175,13,293,6,12,11,44,20,5,32,3,1,30
2020-07-26,10,48,87,2,16,17,759,2,206,564,1589,4,27,87,271,2,16,104,153,33,122,179,13,302,7,12,11,45,21,5,32,3,1,31
2020-07-27,10,48,87,2,16,17,769,2,206,574,1608,4,27,88,273,2,16,107,154,33,123,181,13,307,7,12,11,46,21,5,32,3,1,33
2020-07-28,10,48,87,2,16,19,784,2,206,582,1630,4,27,88,276,2,17,108,155,33,126,182,13,311,7,12,12,46,22,5,32,3,1,33
2020-07-29,12,48,87,2,16,19,798,2,208,594,1663,4,27,88,280,2,17,108,155,33,126,185,13,314,7,12,12,46,22,5,32,3,1,34
2020-07-30,12,48,89,2,18,19,817,4,210,606,1677,4,29,88,288,2,17,108,162,33,129,188,13,316,7,12,12,48,23,6,32,4,1,34
2020-07-31,12,48,90,2,18,20,831,4,210,624,1698,4,31,91,289,2,17,110,162,34,132,194,13,316,7,12,12,48,23,6,32,4,1,34
2020-08-01,12,48,90,2,18,21,843,4,210,637,1719,4,32,91,295,2,18,110,163,34,132,194,13,321,7,12,12,48,23,6,32,4,1,35
2020-08-02,15,48,90,2,19,21,844,4,210,655,1719,4,36,91,295,2,18,115,163,34,133,201,13,321,7,13,12,49,23,6,33,4,1,35
2020-08-03,17,48,92,2,19,21,860,4,210,665,1741,4,40,91,295,2,19,117,165,34,134,203,14,321,7,13,13,49,23,6,33,4,1,35
2020-08-04,17,48,93,2,20,21,874,4,216,665,1781,4,41,91,297,2,19,118,169,34,134,209,14,328,7,13,13,49,23,6,33,5,1,37
2020-08-05,18,48,93,2,20,21,888,4,216,680,1799,4,41,91,298,2,19,121,175,34,134,211,16,329,7,13,13,49,23,6,33,5,1,38
2020-08-06,18,48,94,2,20,21,901,4,217,700,1817,4,42,95,298,2,19,122,179,34,135,212,16,330,7,13,13,49,25,6,34,5,1,38
2020-08-07,18,49,95,2,20,21,913,4,221,709,1834,4,46,96,301,2,19,122,183,34,138,221,16,334,7,13,13,49,25,6,34,5,1,38
2020-08-08,18,49,96,2,21,23,924,4,224,720,1856,4,47,96,303,2,23,123,185,34,138,222,17,334,7,13,13,50,25,6,35,5,1,38
2020-08-09,19,49,96,2,21,24,930,4,228,723,1877,4,51,96,306,2,24,123,196,34,140,224,17,335,7,13,14,52,25,6,35,5,1,40
2020-08-10,19,49,96,2,22,25,932,4,228,728,1894,4,55,96,307,2,24,125,199,34,140,225,17,335,7,13,14,56,25,6,35,5,1,41
2020-08-11,19,49,96,2,22,25,944,4,232,731,1915,4,58,97,308,2,24,128,201,34,143,229,17,337,7,13,14,56,25,6,35,5,1,41
2020-08-12,21,49,98,2,24,26,959,4,233,751,1931,4,60,97,310,2,25,129,203,36,143,231,18,338,7,13,14,59,25,7,35,6,1,42
2020-08-13,22,49,98,2,24,26,970,4,234,765,1953,4,61,99,314,2,26,129,203,37,143,236,18,339,7,13,14,59,25,7,35,7,1,42
2020-08-14,24,49,99,2,24,28,974,4,235,774,1967,4,65,100,316,2,26,129,205,38,143,240,18,343,7,13,14,59,25,7,35,7,1,44
2020-08-15,26,49,99,2,24,28,980,4,235,780,1988,4,66,100,319,2,26,131,206,38,144,243,18,343,7,13,14,59,28,7,35,7,1,45
2020-08-16,26,50,100,2,24,28,981,4,237,786,2023,4,89,100,319,2,27,131,206,40,146,245,18,343,7,14,15,59,28,7,36,7,1,45
2020-08-17,26,50,100,2,24,28,995,4,238,791,2037,4,93,100,325,2,27,132,206,41,147,248,18,346,7,14,16,59,29,7,36,7,1,47
2020-08-18,28,51,101,2,24,29,1014,4,238,801,2055,4,94,102,325,2,27,134,207,43,148,256,18,346,7,14,16,59,30,7,36,7,1,47
2020-08-19,28,51,101,2,24,29,1032,4,242,809,2074,4,98,102,326,2,27,135,213,45,148,259,18,347,7,14,16,59,30,7,38,7,1,47
2020-08-20,28,51,101,2,24,31,1048,4,244,813,2098,4,100,102,326,2,29,136,216,45,149,268,18,347,7,14,17,59,31,7,42,7,1,47
2020-08-21,30,51,101,2,24,32,1063,5,252,818,2128,4,105,103,328,2,30,138,218,45,149,270,19,347,7,14,17,61,31,7,42,7,1,49
2020-08-22,30,52,103,2,24,33,1080,5,258,834,2153,4,106,104,331,2,30,141,223,48,149,276,20,348,7,14,18,61,31,7,42,7,2,49
2020-08-23,32,52,103,2,24,33,1097,5,259,846,2172,4,121,104,333,2,31,143,227,49,149,279,22,349,8,14,19,61,31,8,42,7,2,50
2020-08-24,35,52,103,2,24,34,1113,5,262,849,2195,4,124,104,335,2,32,148,228,49,154,285,24,350,8,14,21,61,31,9,42,7,2,51
2020-08-25,38,54,103,2,24,34,1129,5,263,874,2222,4,133,105,339,2,33,150,231,50,154,287,24,350,8,14,22,61,32,9,42,7,2,51
2020-08-26,38,56,104,2,24,36,1135,5,263,904,2252,4,135,105,341,2,33,152,233,51,155,289,24,350,8,14,22,61,33,11,42,7,2,51
2020-08-27,38,58,104,2,25,36,1146,5,263,937,2282,4,144,106,343,2,37,155,236,53,155,295,25,356,8,14,25,63,33,12,42,7,2,51
2020-08-28,49,60,104,2,25,36,1156,5,265,965,2302,4,147,106,348,2,37,156,239,55,155,302,26,358,8,14,30,65,33,12,42,7,2,52
2020-08-29,55,62,104,2,25,37,1174,5,265,975,2323,4,155,107,351,2,37,156,250,55,155,308,26,360,8,14,30,65,33,13,42,7,2,54
2020-08-30,61,65,108,2,25,37,1183,5,265,990,2349,5,160,108,353,2,37,157,250,56,156,311,28,360,8,14,30,66,33,13,43,7,2,54
2020-08-31,63,68,108,2,25,39,1197,5,273,998,2370,5,161,108,354,2,38,159,252,56,156,314,30,360,8,14,34,66,33,13,43,7,2,54
2020-09-01,66,70,112,2,25,39,1214,5,275,1012,2396,5,164,108,355,2,38,162,254,56,156,318,31,360,8,16,35,66,33,15,44,7,2,54
2020-09-02,68,75,113,2,25,41,1231,5,276,1043,2425,5,165,108,359,2,39,162,260,56,157,320,32,364,9,16,36,66,34,15,44,7,2,54
2020-09-03,72,79,114,2,25,43,1246,5,280,1061,2459,5,192,109,363,2,41,162,262,56,158,323,35,367,11,17,37,66,34,15,45,7,2,55
2020-09-04,74,88,114,2,25,44,1252,5,281,1066,2488,5,199,110,363,2,41,165,266,59,158,327,35,368,11,17,42,66,34,15,46,7,2,55
2020-09-05,76,98,114,2,26,45,1265,5,281,1076,2515,6,207,110,369,2,41,167,275,59,158,333,36,370,11,18,42,66,35,15,48,7,2,60
2020-09-06,78,105,114,2,26,46,1274,5,281,1084,2545,6,214,111,370,2,41,168,278,60,159,335,37,371,11,19,47,66,36,17,48,7,2,60
2020-09-07,81,116,117,2,26,46,1296,5,281,1090,2576,6,217,113,372,2,44,169,281,61,160,339,37,372,11,21,49,67,36,17,50,7,3,60
2020-09-08,83,128,117,2,26,47,1317,5,283,1096,2608,6,225,113,373,2,45,171,283,61,160,342,38,373,11,21,52,68,36,17,50,7,3,61
2020-09-09,85,142,117,2,26,48,1334,5,286,1106,2646,6,227,114,374,2,45,171,288,63,160,343,39,374,11,22,55,70,36,17,50,7,4,61
2020-09-10,87,151,117,3,27,49,1351,6,286,1124,2688,6,230,115,380,2,46,171,293,63,160,346,41,374,11,22,58,71,36,17,52,7,4,62
2020-09-11,89,161,117,3,28,50,1368,7,293,1129,2717,6,233,115,381,2,46,172,294,63,160,349,41,375,11,22,58,71,36,19,54,7,4,63
2020-09-12,89,168,117,3,30,50,1386,7,294,1139,2746,6,238,116,386,3,50,172,297,67,160,355,42,376,11,22,62,71,38,20,54,7,5,63
2020-09-13,93,174,117,3,30,52,1391,7,299,1145,2763,6,240,117,386,3,50,173,300,70,161,355,42,380,11,22,70,71,38,20,57,7,5,65
2020-09-14,98,179,117,3,30,53,1418,7,299,1153,2800,6,242,117,389,3,50,173,305,74,162,361,42,383,11,23,74,71,38,24,57,7,5,67
2020-09-15,104,184,118,3,30,53,1450,7,305,1165,2832,7,245,118,390,3,50,174,309,79,162,367,42,383,11,23,79,72,38,24,59,7,5,67
